,path,speakerId,transcription,intent,intentLbl
376,../smart-lights-en-close-field/speech_corpus/audio/278.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get me more light,IncreaseBrightness,1
380,../smart-lights-en-close-field/speech_corpus/audio/486.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"I want you to change the brightness level in the patio to ten.
",SetLightBrightness,2
403,../smart-lights-en-close-field/speech_corpus/audio/1326.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn toilet room lights on,SwitchLightOn,5
406,../smart-lights-en-close-field/speech_corpus/audio/285.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get the living room lights on please,SwitchLightOn,5
422,../smart-lights-en-close-field/speech_corpus/audio/223.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Could you switch on some lights?,SwitchLightOn,5
423,../smart-lights-en-close-field/speech_corpus/audio/1441.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,illuminate cellar,SwitchLightOn,5
434,../smart-lights-en-close-field/speech_corpus/audio/76.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you decrease the brightness of the light bulbs?,DecreaseBrightness,0
437,../smart-lights-en-close-field/speech_corpus/audio/348.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I need the light in the kitchen,SwitchLightOn,5
439,../smart-lights-en-close-field/speech_corpus/audio/571.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase brightness to seventy-three.,SetLightBrightness,2
444,../smart-lights-en-close-field/speech_corpus/audio/1613.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"the sun is going down and its getting dark, turn the lights up",IncreaseBrightness,1
448,../smart-lights-en-close-field/speech_corpus/audio/1651.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,turn the garden lights to brightness two please,SetLightBrightness,2
459,../smart-lights-en-close-field/speech_corpus/audio/58.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can we make the whole house a twenty two?,SetLightBrightness,2
465,../smart-lights-en-close-field/speech_corpus/audio/1669.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,why is there no lights in the waiting room ? turn it up please,IncreaseBrightness,1
469,../smart-lights-en-close-field/speech_corpus/audio/1608.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"the loo is a little dark, turn up the brightness a little",IncreaseBrightness,1
478,../smart-lights-en-close-field/speech_corpus/audio/551.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Illuminate the entrance,SwitchLightOn,5
485,../smart-lights-en-close-field/speech_corpus/audio/983.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set lights to off,SwitchLightOff,4
490,../smart-lights-en-close-field/speech_corpus/audio/823.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please change lights to red.,SetLightColor,3
492,../smart-lights-en-close-field/speech_corpus/audio/451.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the lights to be brighter,IncreaseBrightness,1
500,../smart-lights-en-close-field/speech_corpus/audio/1448.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,increase brightness of lights .,IncreaseBrightness,1
502,../smart-lights-en-close-field/speech_corpus/audio/1500.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,make it less bright in the bed room,DecreaseBrightness,0
522,../smart-lights-en-close-field/speech_corpus/audio/370.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I should like to see red lights.,SetLightColor,3
523,../smart-lights-en-close-field/speech_corpus/audio/1305.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the lights red in the bed room.,SetLightColor,3
526,../smart-lights-en-close-field/speech_corpus/audio/1073.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Switch on the lights in the kids bedroom.,SwitchLightOn,5
543,../smart-lights-en-close-field/speech_corpus/audio/825.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please change the brightness level in parking area to twenty.,SetLightBrightness,2
551,../smart-lights-en-close-field/speech_corpus/audio/918.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please turn the brightness of the light bulbs down just a bit.,DecreaseBrightness,0
556,../smart-lights-en-close-field/speech_corpus/audio/169.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the color of the lights to blue.,SetLightColor,3
564,../smart-lights-en-close-field/speech_corpus/audio/1415.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,dining room lights off please,SwitchLightOff,4
572,../smart-lights-en-close-field/speech_corpus/audio/1319.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the patio light pink,SetLightColor,3
576,../smart-lights-en-close-field/speech_corpus/audio/573.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase light intensity.,IncreaseBrightness,1
578,../smart-lights-en-close-field/speech_corpus/audio/206.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the parking room to green,SetLightColor,3
581,../smart-lights-en-close-field/speech_corpus/audio/31.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Are you able to change the lights to turn green?,SetLightColor,3
588,../smart-lights-en-close-field/speech_corpus/audio/1260.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the kids bedroom light red,SetLightColor,3
590,../smart-lights-en-close-field/speech_corpus/audio/780.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the lights less bright.,DecreaseBrightness,0
596,../smart-lights-en-close-field/speech_corpus/audio/815.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Place the cellar lights in the off postion,SwitchLightOff,4
598,../smart-lights-en-close-field/speech_corpus/audio/216.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Could you change the brightness of the lights on the patio to seventy-three?,SetLightBrightness,2
603,../smart-lights-en-close-field/speech_corpus/audio/567.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"In the small meeting room, the lights must be pink",SetLightColor,3
615,../smart-lights-en-close-field/speech_corpus/audio/143.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change child's bedroom to have red lights.,SetLightColor,3
617,../smart-lights-en-close-field/speech_corpus/audio/200.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the lights to pink.,SetLightColor,3
623,../smart-lights-en-close-field/speech_corpus/audio/1521.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,parking lights on please,SwitchLightOn,5
627,../smart-lights-en-close-field/speech_corpus/audio/1574.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,seventy-three is what the brightness should be.,SetLightBrightness,2
634,../smart-lights-en-close-field/speech_corpus/audio/746.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the light bulbs pink,SetLightColor,3
647,../smart-lights-en-close-field/speech_corpus/audio/886.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please shut off the lights.,SwitchLightOff,4
664,../smart-lights-en-close-field/speech_corpus/audio/331.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I need it to be brighter in the cubicle,IncreaseBrightness,1
665,../smart-lights-en-close-field/speech_corpus/audio/998.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the brightness on the light bulbs to fifty.,SetLightBrightness,2
667,../smart-lights-en-close-field/speech_corpus/audio/274.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Eliminate the lighting,SwitchLightOff,4
677,../smart-lights-en-close-field/speech_corpus/audio/1149.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn down the lights in the basement.,DecreaseBrightness,0
681,../smart-lights-en-close-field/speech_corpus/audio/1232.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn parking light setting to off,SwitchLightOff,4
688,../smart-lights-en-close-field/speech_corpus/audio/1670.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,will you turn the brightness to level thirty nine,SetLightBrightness,2
695,../smart-lights-en-close-field/speech_corpus/audio/1479.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,lights off changing room,SwitchLightOff,4
697,../smart-lights-en-close-field/speech_corpus/audio/1641.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,turn on kitchen lights,SwitchLightOn,5
705,../smart-lights-en-close-field/speech_corpus/audio/889.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please switch on lights for the facilities,SwitchLightOn,5
712,../smart-lights-en-close-field/speech_corpus/audio/836.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please change the lights to red.,SetLightColor,3
714,../smart-lights-en-close-field/speech_corpus/audio/574.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase lighting in entire appartment,IncreaseBrightness,1
720,../smart-lights-en-close-field/speech_corpus/audio/322.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I don't want the bedroom to be so bright,DecreaseBrightness,0
722,../smart-lights-en-close-field/speech_corpus/audio/149.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change light level to twenty in the bedroom,SetLightBrightness,2
725,../smart-lights-en-close-field/speech_corpus/audio/814.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,PLEASE TURN ON THE LIGHTS,SwitchLightOn,5
728,../smart-lights-en-close-field/speech_corpus/audio/477.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want to change the light to blue instead.,SetLightColor,3
730,../smart-lights-en-close-field/speech_corpus/audio/560.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,In the kids bedroom turn the lights off.,SwitchLightOff,4
734,../smart-lights-en-close-field/speech_corpus/audio/820.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please adjust the light bulbs to twelve.,SetLightBrightness,2
755,../smart-lights-en-close-field/speech_corpus/audio/71.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you change the patio light to blue,SetLightColor,3
757,../smart-lights-en-close-field/speech_corpus/audio/1202.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn on garage lights,SwitchLightOn,5
760,../smart-lights-en-close-field/speech_corpus/audio/491.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I would like for the lights to be pink.,SetLightColor,3
765,../smart-lights-en-close-field/speech_corpus/audio/102.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you please set the bathroom lights to five?,SetLightBrightness,2
772,../smart-lights-en-close-field/speech_corpus/audio/1075.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Switch on the studio light,SwitchLightOn,5
778,../smart-lights-en-close-field/speech_corpus/audio/85.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you make it dimmer in here,DecreaseBrightness,0
791,../smart-lights-en-close-field/speech_corpus/audio/1002.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the brightness to twenty,SetLightBrightness,2
797,../smart-lights-en-close-field/speech_corpus/audio/977.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set brightness to twenty please.,SetLightBrightness,2
803,../smart-lights-en-close-field/speech_corpus/audio/870.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please make the lights pink in my bedroom.,SetLightColor,3
805,../smart-lights-en-close-field/speech_corpus/audio/1576.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"so much darkness in here, turn up the bulbs",IncreaseBrightness,1
814,../smart-lights-en-close-field/speech_corpus/audio/1020.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the lights in the laundry room to level two,SetLightBrightness,2
826,../smart-lights-en-close-field/speech_corpus/audio/211.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Color change lights to red,SetLightColor,3
843,../smart-lights-en-close-field/speech_corpus/audio/1544.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,please switch off lounge lights ,SwitchLightOff,4
850,../smart-lights-en-close-field/speech_corpus/audio/1052.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"Sir, in the office please set the connected light bulbs to the brightness of ten. ",SetLightBrightness,2
866,../smart-lights-en-close-field/speech_corpus/audio/1098.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"The house room light needs to be changed to red
",SetLightColor,3
887,../smart-lights-en-close-field/speech_corpus/audio/705.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make parking lights go on,SwitchLightOn,5
891,../smart-lights-en-close-field/speech_corpus/audio/308.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Help me make the light red,SetLightColor,3
894,../smart-lights-en-close-field/speech_corpus/audio/1221.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn on the lights in the kids room,SwitchLightOn,5
902,../smart-lights-en-close-field/speech_corpus/audio/1086.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,The bed room lights need a brighter illumination,IncreaseBrightness,1
917,../smart-lights-en-close-field/speech_corpus/audio/1270.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the lights down in the backyard,DecreaseBrightness,0
920,../smart-lights-en-close-field/speech_corpus/audio/715.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the bed room lights turn on,SwitchLightOn,5
929,../smart-lights-en-close-field/speech_corpus/audio/494.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I would like pink lights please.,SetLightColor,3
932,../smart-lights-en-close-field/speech_corpus/audio/704.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make my lights pink,SetLightColor,3
935,../smart-lights-en-close-field/speech_corpus/audio/584.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase the brightness of this room.,IncreaseBrightness,1
939,../smart-lights-en-close-field/speech_corpus/audio/492.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I would like green lights please.,SetLightColor,3
940,../smart-lights-en-close-field/speech_corpus/audio/1028.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Set the lights to green in the large meeting room.,SetLightColor,3
943,../smart-lights-en-close-field/speech_corpus/audio/753.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"Make the light red
",SetLightColor,3
954,../smart-lights-en-close-field/speech_corpus/audio/1074.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Switch on the lights.,SwitchLightOn,5
964,../smart-lights-en-close-field/speech_corpus/audio/281.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get the cellar lights on,SwitchLightOn,5
966,../smart-lights-en-close-field/speech_corpus/audio/275.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,End the lights from shining in the cubicle,SwitchLightOff,4
970,../smart-lights-en-close-field/speech_corpus/audio/611.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Is it possible to turn the light on,SwitchLightOn,5
981,../smart-lights-en-close-field/speech_corpus/audio/242.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Decrease the intensity of the lights in the kids bedroom,DecreaseBrightness,0
985,../smart-lights-en-close-field/speech_corpus/audio/1251.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the cellar lights to fifty percent,SetLightBrightness,2
990,../smart-lights-en-close-field/speech_corpus/audio/12.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Adjust the brightness in the loo to fifty.,SetLightBrightness,2
994,../smart-lights-en-close-field/speech_corpus/audio/720.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the brightness in the kitchen seventy-three.,SetLightBrightness,2
997,../smart-lights-en-close-field/speech_corpus/audio/616.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"It is too dark, more lights.",IncreaseBrightness,1
1000,../smart-lights-en-close-field/speech_corpus/audio/70.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you change the lights to the color red?,SetLightColor,3
1022,../smart-lights-en-close-field/speech_corpus/audio/88.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Can you make the lights blue?,SetLightColor,3
1026,../smart-lights-en-close-field/speech_corpus/audio/1667.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,why is everywhere so dark ? you need to turn up the brightness,IncreaseBrightness,1
1029,../smart-lights-en-close-field/speech_corpus/audio/166.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the bulbs to twelve percent in brightness,SetLightBrightness,2
1034,../smart-lights-en-close-field/speech_corpus/audio/428.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the light set to ten everywhere,SetLightBrightness,2
1038,../smart-lights-en-close-field/speech_corpus/audio/1320.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the studio lights on,SwitchLightOn,5
1044,../smart-lights-en-close-field/speech_corpus/audio/641.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Light up the vestibule.,SwitchLightOn,5
1049,../smart-lights-en-close-field/speech_corpus/audio/296.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Have the lights colored blue,SetLightColor,3
1063,../smart-lights-en-close-field/speech_corpus/audio/1348.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Would you please turn down the light brightness,DecreaseBrightness,0
1083,../smart-lights-en-close-field/speech_corpus/audio/488.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want you to turn off the lights in the small meeting room off.,SwitchLightOff,4
1088,../smart-lights-en-close-field/speech_corpus/audio/1442.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,illuminate the kids room,SwitchLightOn,5
1089,../smart-lights-en-close-field/speech_corpus/audio/357.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I need the lights to be blue now.,SetLightColor,3
1090,../smart-lights-en-close-field/speech_corpus/audio/429.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the light to be on,SwitchLightOn,5
1094,../smart-lights-en-close-field/speech_corpus/audio/1209.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn on red lights.,SetLightColor,3
1099,../smart-lights-en-close-field/speech_corpus/audio/459.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the lights to be turned off in the vestibule,SwitchLightOff,4
1106,../smart-lights-en-close-field/speech_corpus/audio/506.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I'd light these lights on,SwitchLightOn,5
1121,../smart-lights-en-close-field/speech_corpus/audio/547.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I'm done with the lights in the dining room.,SwitchLightOff,4
1124,../smart-lights-en-close-field/speech_corpus/audio/1053.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"Sir, please set the brightness of the connected light bulbs to fifty. ",SetLightBrightness,2
1125,../smart-lights-en-close-field/speech_corpus/audio/284.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Get the lights on please,SwitchLightOn,5
1127,../smart-lights-en-close-field/speech_corpus/audio/904.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please turn off all the lights.,SwitchLightOff,4
1128,../smart-lights-en-close-field/speech_corpus/audio/1249.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn the bulbs on brighter everywhere,IncreaseBrightness,1
